Period,OrgCode,OrgName,Type1_Attendance,Type2_Attendance,Other_Attendance,Total_Attendance,Over4hrs_Type1,Wait_4_12hrs,Wait_12plus_hrs,Emergency_Admissions_Type1,Emergency_Admissions_Other,Emergency_Admissions_Total
MSitAE-NOVEMBER-2024,NL7,ASSURA VERTIS URGENT CARE CENTRES (BIRMINGHAM),0,0,4350,4350,0,0,0,0,0,0
MSitAE-NOVEMBER-2024,NNJ07,LOUGHBOROUGH URGENT CARE CENTRE,0,0,6472,6472,0,0,0,0,0,0
MSitAE-NOVEMBER-2024,RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,13411,0,5203,18614,8428,681,261,2878,0,2878
MSitAE-NOVEMBER-2024,Y02428,PUTNOE WALK IN CENTRE,0,0,3372,3372,0,0,0,0,0,0
MSitAE-NOVEMBER-2024,Y03218,THE PINN UNREGISTERED WIC,0,0,1106,1106,0,0,0,0,0,0
MSitAE-NOVEMBER-2024,ACH01,WHITSTABLE MEDICAL PRACTICE,0,0,5911,5911,0,0,0,0,0,0
MSitAE-NOVEMBER-2024,C82009,MARKET HARBOROUGH MED.CTR,0,0,282,282,0,0,0,0,0,0
MSitAE-NOVEMBER-2024,NTP11,PRACTICE PLUS GROUP HOSPITAL - SOUTHAMPTON,0,0,5160,5160,0,0,0,0,0,0
MSitAE-NOVEMBER-2024,RA2,ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST,7022,0,1388,8410,1933,182,3,2619,0,2619
MSitAE-NOVEMBER-2024,RFF,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,9113,0,0,9113,3569,470,0,2998,0,2998
MSitAE-NOVEMBER-2024,RJN,EAST CHESHIRE NHS TRUST,4281,0,0,4281,2006,171,168,881,0,881
MSitAE-NOVEMBER-2024,RNU,OXFORD HEALTH NHS FOUNDATION TRUST,0,0,3746,3746,0,0,0,0,0,0
MSitAE-NOVEMBER-2024,RY7,WIRRAL COMMUNITY HEALTH AND CARE NHS FOUNDATION TRUST,0,0,4293,4293,0,0,0,0,0,0
MSitAE-NOVEMBER-2024,RTP,SURREY AND SUSSEX HEALTHCARE NHS TRUST,11192,0,0,11192,4397,659,549,3138,0,3138
MSitAE-NOVEMBER-2024,RY5,LINCOLNSHIRE COMMUNITY HEALTH SERVICES NHS TRUST,0,0,7988,7988,0,0,0,0,0,0
MSitAE-NOVEMBER-2024,RY8,DERBYSHIRE COMMUNITY HEALTH SERVICES NHS FOUNDATION TRUST,0,0,6119,6119,0,0,0,0,0,0
MSitAE-NOVEMBER-2024,DT301,HERTS URGENT CARE (ASCOTS LANE),0,0,2106,2106,0,0,0,0,0,0
MSitAE-NOVEMBER-2024,NQT51,STATION PLAZA HEALTH CENTRE,0,0,1008,1008,0,0,0,0,0,0
MSitAE-NOVEMBER-2024,R0B,SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST,11925,1148,5849,18922,6023,770,11,4470,0,4470
MSitAE-NOVEMBER-2024,RQX,HOMERTON HEALTHCARE NHS FOUNDATION TRUST,10909,0,0,10909,2475,260,36,1823,0,1823
MSitAE-NOVEMBER-2024,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,13190,0,0,13190,4164,436,208,1359,0,1359
MSitAE-NOVEMBER-2024,RTD,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,12663,1573,5335,19571,5288,685,32,3685,0,3685
MSitAE-NOVEMBER-2024,RXP,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,13207,0,4126,17333,5892,2087,13,4389,0,4389
MSitAE-NOVEMBER-2024,RV9,HUMBER TEACHING NHS FOUNDATION TRUST,0,0,1013,1013,0,0,0,0,0,0
MSitAE-NOVEMBER-2024,RY4,HERTFORDSHIRE COMMUNITY NHS TRUST,0,0,1002,1002,0,0,0,0,0,0
MSitAE-NOVEMBER-2024,RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,10655,1136,3542,15333,4531,271,264,3890,0,3890
MSitAE-NOVEMBER-2024,RJ8,CORNWALL PARTNERSHIP NHS FOUNDATION TRUST,0,0,0,0,0,0,0,0,6,6
MSitAE-NOVEMBER-2024,AAH,TETBURY HOSPITAL TRUST LTD,0,0,516,516,0,0,0,0,0,0
MSitAE-NOVEMBER-2024,AQN04,PHL LYMINGTON UTC,0,0,2593,2593,0,0,0,0,0,0
MSitAE-NOVEMBER-2024,C82038,LATHAM HOUSE MEDICAL PRACTICE,0,0,303,303,0,0,0,0,0,0
MSitAE-NOVEMBER-2024,L83087,OKEHAMPTON MEDICAL CENTRE,0,0,73,73,0,0,0,0,0,0
MSitAE-NOVEMBER-2024,NQT5F,SKELMERSDALE WALK IN CENTRE,0,0,1704,1704,0,0,0,0,0,0
MSitAE-NOVEMBER-2024,NQT5H,PAULTON MEMORIAL HOSPITAL,0,0,932,932,0,0,0,0,0,0
MSitAE-NOVEMBER-2024,NR3,NOTTINGHAM CITYCARE PARTNERSHIP,0,0,5559,5559,0,0,0,0,0,0
MSitAE-NOVEMBER-2024,NTV0B,ASHFORD WALK-IN-CENTRE,0,0,2243,2243,0,0,0,0,0,0
MSitAE-NOVEMBER-2024,NTV0W,WOKING WALK IN CENTRE,0,0,2435,2435,0,0,0,0,0,0
MSitAE-NOVEMBER-2024,RAN,ROYAL NATIONAL ORTHOPAEDIC HOSPITAL NHS TRUST,0,0,0,0,0,0,0,0,0,0
MSitAE-NOVEMBER-2024,RK9,UNIVERSITY HOSPITALS PLYMOUTH NHS TRUST,9116,151,4749,14016,4665,567,604,2876,0,2876
MSitAE-NOVEMBER-2024,RW1,HAMPSHIRE AND ISLE OF WIGHT HEALTHCARE NHS FOUNDATION TRUST,0,0,2822,2822,0,0,0,0,0,0
MSitAE-NOVEMBER-2024,RXG,SOUTH WEST YORKSHIRE PARTNERSHIP NHS FOUNDATION TRUST,0,0,0,0,0,0,0,0,0,0
MSitAE-NOVEMBER-2024,RYF,SOUTH WESTERN AMBULANCE SERVICE NHS FOUNDATION TRUST,0,0,1581,1581,0,0,0,0,0,0
MSitAE-NOVEMBER-2024,Y02532,MIRIAM MINOR EMERGENCY,0,0,1654,1654,0,0,0,0,0,0
MSitAE-NOVEMBER-2024,Y02615,SOUTH BIRMINGHAM GP WALK IN CENTRE,0,0,7178,7178,0,0,0,0,0,0
MSitAE-NOVEMBER-2024,Y07709,READING URGENT CARE CENTRE,0,0,1973,1973,0,0,0,0,0,0
MSitAE-NOVEMBER-2024,NQTE4,SUMMERFIELD URGENT CARE CENTRE,0,0,3160,3160,0,0,0,0,0,0
MSitAE-NOVEMBER-2024,RA9,TORBAY AND SOUTH DEVON NHS FOUNDATION TRUST,6145,0,3036,9181,2998,355,102,2155,0,2155
MSitAE-NOVEMBER-2024,RBT,MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST,7229,0,2646,9875,4248,693,490,2460,0,2460
MSitAE-NOVEMBER-2024,RDY,DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST,0,0,0,0,0,0,0,0,0,0
MSitAE-NOVEMBER-2024,Y02676,BRIGHTON STATION HEALTH CENTRE,0,0,1925,1925,0,0,0,0,0,0
MSitAE-NOVEMBER-2024,RAX,KINGSTON AND RICHMOND NHS FOUNDATION TRUST,7341,0,8383,15724,3754,254,451,2363,194,2557
MSitAE-NOVEMBER-2024,RBD,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,4036,0,0,4036,1602,196,44,1771,0,1771
MSitAE-NOVEMBER-2024,RPC,QUEEN VICTORIA HOSPITAL NHS FOUNDATION TRUST,0,0,1350,1350,0,0,0,0,2,2
MSitAE-NOVEMBER-2024,RXR,EAST LANCASHIRE HOSPITALS NHS TRUST,13334,0,9844,23178,4741,430,1164,4052,73,4125
MSitAE-NOVEMBER-2024,RXW,THE SHREWSBURY AND TELFORD HOSPITAL NHS TRUST,10500,0,2421,12921,6116,358,1562,3301,189,3490
MSitAE-NOVEMBER-2024,RYX,CENTRAL LONDON COMMUNITY HEALTHCARE NHS TRUST,0,0,12011,12011,0,0,0,0,0,0
MSitAE-NOVEMBER-2024,AXG,WILTSHIRE HEALTH & CARE,0,0,2194,2194,0,0,0,0,0,0
MSitAE-NOVEMBER-2024,NDJ,FIRST COMMUNITY HEALTH AND CARE CIC,0,0,2120,2120,0,0,0,0,0,0
MSitAE-NOVEMBER-2024,RAE,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,9509,891,3183,13583,2531,731,116,2577,57,2634
MSitAE-NOVEMBER-2024,RAJ,MID AND SOUTH ESSEX NHS FOUNDATION TRUST,30826,0,5416,36242,10484,2760,66,8908,202,9110
MSitAE-NOVEMBER-2024,RCD,HARROGATE AND DISTRICT NHS FOUNDATION TRUST,5062,0,889,5951,1889,406,96,1131,0,1131
MSitAE-NOVEMBER-2024,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",13817,2346,13830,29993,6410,728,709,8036,0,8036
MSitAE-NOVEMBER-2024,RJ6,CROYDON HEALTH SERVICES NHS TRUST,13200,0,5254,18454,5194,464,503,1417,0,1417
MSitAE-NOVEMBER-2024,RJE,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST,13436,450,7891,21777,7449,881,1077,5264,0,5264
MSitAE-NOVEMBER-2024,RJR,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,5109,0,2292,7401,2886,203,700,1686,0,1686
MSitAE-NOVEMBER-2024,RJZ,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,15478,0,8859,24337,6876,1662,776,3897,0,3897
MSitAE-NOVEMBER-2024,RKB,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,12296,860,6320,19476,6019,104,32,1716,139,1855
MSitAE-NOVEMBER-2024,RN7,DARTFORD AND GRAVESHAM NHS TRUST,11574,0,3844,15418,3989,638,276,3419,0,3419
MSitAE-NOVEMBER-2024,RNN,NORTH CUMBRIA INTEGRATED CARE NHS FOUNDATION TRUST,8745,0,1654,10399,3829,740,451,2448,0,2448
MSitAE-NOVEMBER-2024,RQW,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,7812,0,1855,9667,4639,556,117,1756,0,1756
MSitAE-NOVEMBER-2024,RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,10468,0,0,10468,3559,539,329,2769,0,2769
MSitAE-NOVEMBER-2024,RTR,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,7812,0,8991,16803,3855,345,17,2683,125,2808
MSitAE-NOVEMBER-2024,RTX,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST,9073,0,2921,11994,3095,592,377,3241,28,3269
MSitAE-NOVEMBER-2024,RWG,WEST HERTFORDSHIRE TEACHING HOSPITALS NHS TRUST,8588,0,7456,16044,3719,847,21,4208,0,4208
MSitAE-NOVEMBER-2024,RW4,MERSEY CARE NHS FOUNDATION TRUST,0,0,13642,13642,0,0,0,0,0,0
TOTAL,TOTAL,TOTAL,1396858,46656,791064,2234578,605301,94991,45791,407955,4887,412842
MSitAE-NOVEMBER-2024,RP6,MOORFIELDS EYE HOSPITAL NHS FOUNDATION TRUST,0,5659,0,5659,0,0,0,0,0,0
MSitAE-NOVEMBER-2024,RNQ,KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST,10036,0,9057,19093,4244,1557,0,2021,0,2021
MSitAE-NOVEMBER-2024,RTQ,GLOUCESTERSHIRE HEALTH AND CARE NHS FOUNDATION TRUST,0,0,7118,7118,0,0,0,0,0,0
MSitAE-NOVEMBER-2024,RWJ,STOCKPORT NHS FOUNDATION TRUST,7857,0,1079,8936,3311,712,397,2798,78,2876
MSitAE-NOVEMBER-2024,RWX,BERKSHIRE HEALTHCARE NHS FOUNDATION TRUST,0,0,1313,1313,0,0,0,0,33,33
MSitAE-NOVEMBER-2024,RYR,UNIVERSITY HOSPITALS SUSSEX NHS FOUNDATION TRUST,22593,1372,5366,29331,10126,764,908,8644,49,8693
MSitAE-NOVEMBER-2024,RYY,KENT COMMUNITY HEALTH NHS FOUNDATION TRUST,0,0,9426,9426,0,0,0,0,0,0
MSitAE-NOVEMBER-2024,Y02147,URGENT CARE CENTRE (QMS),0,0,7837,7837,0,0,0,0,0,0
MSitAE-NOVEMBER-2024,G0Q0L,BARKING HOSPITAL UTC,0,0,2882,2882,0,0,0,0,0,0
MSitAE-NOVEMBER-2024,K6K0R,HAROLD WOOD POLYCLINIC UTC,0,0,2902,2902,0,0,0,0,0,0
MSitAE-NOVEMBER-2024,NLX,SIRONA CARE & HEALTH,0,0,7982,7982,0,0,0,0,0,0
MSitAE-NOVEMBER-2024,NTPAD,PRACTICE PLUS GROUP SURGICAL CENTRE - ST MARYS PORTSMOUTH,0,0,5647,5647,0,0,0,0,0,0
MSitAE-NOVEMBER-2024,NV693,ROSSENDALE MIU & OOH,0,0,899,899,0,0,0,0,0,0
MSitAE-NOVEMBER-2024,R0D,UNIVERSITY HOSPITALS DORSET NHS FOUNDATION TRUST,13107,0,4597,17704,5292,752,120,4285,0,4285
MSitAE-NOVEMBER-2024,R1F,ISLE OF WIGHT NHS TRUST,4191,261,1375,5827,1575,144,45,1094,0,1094
MSitAE-NOVEMBER-2024,RA7,UNIVERSITY HOSPITALS BRISTOL AND WESTON NHS FOUNDATION TRUST,16427,2334,0,18761,6438,1332,530,5439,0,5439
MSitAE-NOVEMBER-2024,RBQ,LIVERPOOL HEART AND CHEST HOSPITAL NHS FOUNDATION TRUST,0,0,0,0,0,0,0,0,0,0
MSitAE-NOVEMBER-2024,REF,ROYAL CORNWALL HOSPITALS NHS TRUST,5764,0,10707,16471,3047,579,607,2314,92,2406
MSitAE-NOVEMBER-2024,RGR,WEST SUFFOLK NHS FOUNDATION TRUST,7755,0,595,8350,2998,464,524,1883,0,1883
MSitAE-NOVEMBER-2024,RJC,SOUTH WARWICKSHIRE UNIVERSITY NHS FOUNDATION TRUST,8706,0,340,9046,3167,434,39,2476,0,2476
MSitAE-NOVEMBER-2024,RL1,THE ROBERT JONES AND AGNES HUNT ORTHOPAEDIC HOSPITAL NHS FOUNDATION TRUST,0,0,0,0,0,0,0,0,0,0
MSitAE-NOVEMBER-2024,RL4,THE ROYAL WOLVERHAMPTON NHS TRUST,12780,0,8560,21340,4285,861,644,5839,0,5839
MSitAE-NOVEMBER-2024,RLQ,WYE VALLEY NHS TRUST,6074,1077,125,7276,2581,408,257,1466,0,1466
MSitAE-NOVEMBER-2024,RNZ,SALISBURY NHS FOUNDATION TRUST,4604,299,1724,6627,1982,478,17,1306,0,1306
MSitAE-NOVEMBER-2024,ARN03,LOCAL CARE DIRECT,0,0,2104,2104,0,0,0,0,0,0
MSitAE-NOVEMBER-2024,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,13834,0,15339,29173,7833,753,557,6245,0,6245
MSitAE-NOVEMBER-2024,AD913,BECKENHAM BEACON UCC,0,0,3498,3498,0,0,0,0,0,0
MSitAE-DECEMBER-2024,G0Q0L,BARKING HOSPITAL UTC,0,0,2841,2841,0,0,0,0,0,0
MSitAE-DECEMBER-2024,RD8,MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,8531,0,5846,14377,4004,916,0,2287,0,2287
MSitAE-DECEMBER-2024,REM,LIVERPOOL UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,15507,1484,7881,24872,7663,2090,1167,4670,0,4670
MSitAE-DECEMBER-2024,REP,LIVERPOOL WOMEN'S NHS FOUNDATION TRUST,0,1416,0,1416,0,0,0,0,0,0
MSitAE-DECEMBER-2024,RHM,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,12323,1095,0,13418,5590,355,9,4090,0,4090
MSitAE-DECEMBER-2024,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,9084,1009,7489,17582,5322,1469,14,3863,0,3863
MSitAE-DECEMBER-2024,RJ7,ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,9025,0,3075,12100,2419,622,747,2760,0,2760
MSitAE-DECEMBER-2024,RJE,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST,13450,452,8321,22223,8022,964,1235,5401,0,5401
MSitAE-DECEMBER-2024,RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,5708,0,5359,11067,2406,549,292,2412,0,2412
MSitAE-DECEMBER-2024,RN5,HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST,11092,37,2612,13741,5667,366,115,4227,27,4254
MSitAE-DECEMBER-2024,RN7,DARTFORD AND GRAVESHAM NHS TRUST,12287,0,4001,16288,4429,589,304,3461,0,3461
MSitAE-DECEMBER-2024,RP6,MOORFIELDS EYE HOSPITAL NHS FOUNDATION TRUST,0,5063,0,5063,0,0,0,0,0,0
MSitAE-DECEMBER-2024,RPA,MEDWAY NHS FOUNDATION TRUST,8605,0,6738,15343,3619,341,771,1896,0,1896
MSitAE-DECEMBER-2024,RQ3,BIRMINGHAM WOMEN'S AND CHILDREN'S NHS FOUNDATION TRUST,5924,0,0,5924,2003,1,44,996,0,996
MSitAE-DECEMBER-2024,RRK,UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST,35503,318,1395,37216,15632,2940,1894,10608,0,10608
MSitAE-DECEMBER-2024,RTG,UNIVERSITY HOSPITALS OF DERBY AND BURTON NHS FOUNDATION TRUST,19558,0,10236,29794,9741,1043,1279,3989,2,3991
MSitAE-DECEMBER-2024,RTH,OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,12478,1562,2477,16517,5477,977,0,4684,14,4698
MSitAE-DECEMBER-2024,RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,10917,0,0,10917,4022,558,336,2838,0,2838
MSitAE-DECEMBER-2024,RVJ,NORTH BRISTOL NHS TRUST,8633,0,0,8633,3596,564,352,2999,0,2999
MSitAE-DECEMBER-2024,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,14042,0,12628,26670,6359,587,1326,3268,537,3805
MSitAE-DECEMBER-2024,RVW,NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST,5315,0,12316,17631,3315,265,36,1868,577,2445
MSitAE-DECEMBER-2024,RWJ,STOCKPORT NHS FOUNDATION TRUST,7831,0,1051,8882,3273,720,479,2783,76,2859
MSitAE-DECEMBER-2024,RCU,SHEFFIELD CHILDREN'S NHS FOUNDATION TRUST,4994,0,644,5638,601,26,0,1196,0,1196
MSitAE-DECEMBER-2024,RAL,ROYAL FREE LONDON NHS FOUNDATION TRUST,17780,0,9195,26975,5720,1067,934,3785,0,3785
MSitAE-DECEMBER-2024,RAJ,MID AND SOUTH ESSEX NHS FOUNDATION TRUST,31192,0,5305,36497,12755,3044,256,8935,195,9130
MSitAE-DECEMBER-2024,RAE,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,10047,921,3212,14180,2711,766,120,2692,47,2739
MSitAE-DECEMBER-2024,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,10355,661,6289,17305,4559,239,87,2095,0,2095
MSitAE-DECEMBER-2024,RJ2,LEWISHAM AND GREENWICH NHS TRUST,14817,0,11293,26110,7982,1245,731,5067,0,5067
MSitAE-DECEMBER-2024,RJC,SOUTH WARWICKSHIRE UNIVERSITY NHS FOUNDATION TRUST,8418,0,276,8694,3584,493,136,2414,0,2414
MSitAE-DECEMBER-2024,RJZ,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,15408,0,9254,24662,6995,1695,972,3847,0,3847
MSitAE-DECEMBER-2024,RKB,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,12631,1110,6218,19959,5975,77,27,1745,100,1845
MSitAE-DECEMBER-2024,RKE,WHITTINGTON HEALTH NHS TRUST,9388,0,0,9388,3013,233,381,1216,0,1216
MSitAE-DECEMBER-2024,RMP,TAMESIDE AND GLOSSOP INTEGRATED CARE NHS FOUNDATION TRUST,8801,0,3528,12329,4686,317,805,1763,0,1763
MSitAE-DECEMBER-2024,RNA,THE DUDLEY GROUP NHS FOUNDATION TRUST,9333,0,5271,14604,2747,1961,93,3724,0,3724
MSitAE-DECEMBER-2024,RNQ,KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST,10450,0,9823,20273,4357,1454,0,1909,0,1909
MSitAE-DECEMBER-2024,RR8,LEEDS TEACHING HOSPITALS NHS TRUST,17787,599,12377,30763,8073,1622,678,3943,0,3943
MSitAE-DECEMBER-2024,RTX,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST,9034,0,3216,12250,3256,670,550,3269,26,3295
MSitAE-DECEMBER-2024,RWE,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,22293,1856,0,24149,9688,1588,953,6629,0,6629
MSitAE-DECEMBER-2024,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,19326,0,2212,21538,4476,938,171,5225,0,5225
MSitAE-DECEMBER-2024,RWW,WARRINGTON AND HALTON TEACHING HOSPITALS NHS FOUNDATION TRUST,6888,0,2896,9784,3615,772,687,1878,0,1878
MSitAE-DECEMBER-2024,RX1,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,16345,1613,280,18238,9494,309,578,4640,0,4640
MSitAE-DECEMBER-2024,RXF,MID YORKSHIRE TEACHING NHS TRUST,16641,118,5877,22636,7307,2316,923,3506,155,3661
MSitAE-DECEMBER-2024,RXN,LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST,12019,0,3663,15682,4565,1040,454,3218,79,3297
MSitAE-DECEMBER-2024,RYR,UNIVERSITY HOSPITALS SUSSEX NHS FOUNDATION TRUST,23249,1245,4343,28837,10412,600,800,8404,41,8445
MSitAE-DECEMBER-2024,NTPAD,PRACTICE PLUS GROUP SURGICAL CENTRE - ST MARYS PORTSMOUTH,0,0,5427,5427,0,0,0,0,0,0
MSitAE-DECEMBER-2024,R1D,SHROPSHIRE COMMUNITY HEALTH NHS TRUST,0,0,2692,2692,0,0,0,0,0,0
MSitAE-DECEMBER-2024,R1F,ISLE OF WIGHT NHS TRUST,4774,268,1468,6510,1766,253,91,1152,0,1152
MSitAE-DECEMBER-2024,RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,13483,0,4876,18359,8592,1186,525,2916,0,2916
MSitAE-DECEMBER-2024,RXC,EAST SUSSEX HEALTHCARE NHS TRUST,8642,0,2048,10690,4456,275,42,3232,0,3232
MSitAE-DECEMBER-2024,RXL,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,9075,0,9684,18759,4300,438,748,2688,0,2688
MSitAE-DECEMBER-2024,RY7,WIRRAL COMMUNITY HEALTH AND CARE NHS FOUNDATION TRUST,0,0,4247,4247,0,0,0,0,0,0
MSitAE-DECEMBER-2024,RWD,UNITED LINCOLNSHIRE TEACHING HOSPITALS NHS TRUST,11294,0,9925,21219,6830,1093,1049,4770,0,4770
MSitAE-DECEMBER-2024,RWH,EAST AND NORTH HERTFORDSHIRE NHS TRUST,9297,0,7603,16900,5480,681,247,2953,20,2973
MSitAE-DECEMBER-2024,RWX,BERKSHIRE HEALTHCARE NHS FOUNDATION TRUST,0,0,1133,1133,0,0,0,0,32,32
MSitAE-DECEMBER-2024,RXP,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,12913,0,4414,17327,5933,2346,17,4607,0,4607
MSitAE-DECEMBER-2024,Y03218,THE PINN UNREGISTERED WIC,0,0,1035,1035,0,0,0,0,0,0
MSitAE-DECEMBER-2024,RAP,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,8518,407,7549,16474,4980,250,853,1412,136,1548
MSitAE-DECEMBER-2024,RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,6404,0,6714,13118,3832,724,43,2017,0,2017
MSitAE-DECEMBER-2024,RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,7469,0,3156,10625,4066,401,794,2141,0,2141
MSitAE-DECEMBER-2024,RBS,ALDER HEY CHILDREN'S NHS FOUNDATION TRUST,6181,0,0,6181,1180,0,0,905,0,905
MSitAE-DECEMBER-2024,RD1,ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST,8580,0,0,8580,3891,798,142,2572,8,2580
MSitAE-DECEMBER-2024,RM1,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,12479,0,8736,21215,4166,1004,372,2611,0,2611
MSitAE-DECEMBER-2024,RQX,HOMERTON HEALTHCARE NHS FOUNDATION TRUST,11152,0,0,11152,2904,275,30,1732,0,1732
MSitAE-DECEMBER-2024,RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,10600,0,12302,22902,3335,145,6,4033,28,4061
MSitAE-DECEMBER-2024,RVR,EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST,11728,282,1309,13319,3726,357,741,2115,0,2115
MSitAE-DECEMBER-2024,RR7,GATESHEAD HEALTH NHS FOUNDATION TRUST,6573,0,3274,9847,3334,1227,30,1786,0,1786
MSitAE-DECEMBER-2024,RYF,SOUTH WESTERN AMBULANCE SERVICE NHS FOUNDATION TRUST,0,0,1608,1608,0,0,0,0,0,0
MSitAE-DECEMBER-2024,R0A,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,25547,2767,10609,38923,12940,4259,462,5610,126,5736
MSitAE-DECEMBER-2024,RNZ,SALISBURY NHS FOUNDATION TRUST,4682,309,2121,7112,2262,401,11,1452,0,1452
MSitAE-DECEMBER-2024,RH5,SOMERSET NHS FOUNDATION TRUST,12984,0,9207,22191,6927,754,349,3339,0,3339
MSitAE-DECEMBER-2024,RM3,NORTHERN CARE ALLIANCE NHS FOUNDATION TRUST,25637,0,9548,35185,11892,1228,1213,7322,375,7697
TOTAL,TOTAL,TOTAL,1407530,43471,807451,2258452,633815,100482,54207,411161,4667,415828
MSitAE-DECEMBER-2024,RTE,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,13604,0,0,13604,5318,444,536,2700,0,2700
MSitAE-DECEMBER-2024,RGR,WEST SUFFOLK NHS FOUNDATION TRUST,7916,0,785,8701,3316,441,696,1999,0,1999
MSitAE-DECEMBER-2024,RTD,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,12259,1430,5573,19262,5013,639,53,3668,0,3668
MSitAE-DECEMBER-2024,RRF,"WRIGHTINGTON, WIGAN AND LEIGH NHS FOUNDATION TRUST",7302,0,5612,12914,4001,1155,508,2083,0,2083
MSitAE-DECEMBER-2024,RYG,COVENTRY AND WARWICKSHIRE PARTNERSHIP NHS TRUST,0,0,0,0,0,0,0,0,5,5
MSitAE-DECEMBER-2024,RYJ,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,12417,3351,7386,23154,5230,726,409,3792,0,3792
MSitAE-DECEMBER-2024,AD913,BECKENHAM BEACON UCC,0,0,3976,3976,0,0,0,0,0,0
MSitAE-DECEMBER-2024,R1H,BARTS HEALTH NHS TRUST,25805,865,18338,45008,11989,1156,1199,4669,25,4694
MSitAE-DECEMBER-2024,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,14095,0,15063,29158,8643,808,615,6234,0,6234
MSitAE-DECEMBER-2024,RBN,MERSEY AND WEST LANCASHIRE TEACHING HOSPITALS NHS TRUST,16950,0,7181,24131,6749,594,426,7586,0,7586
